日期Date,指数代码Index Code,指数中文全称Index Chinese Name(Full),指数中文简称Index Chinese Name,指数英文全称Index English Name(Full),指数英文简称Index English Name,开盘Open,最高High,最低Low,收盘Close,涨跌Change,涨跌幅(%)Change(%),成交量（万手）Volume(M Shares),成交金额（亿元）Turnover,样本数量ConsNumber
20200520,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.40,0.00,0.00,175.08,171.59,
20200521,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.37,-0.03,-0.02,157.91,158.61,
20200522,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.51,0.14,0.11,108.08,108.81,
20200525,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.47,-0.04,-0.03,161.06,161.42,
20200526,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.29,-0.18,-0.14,152.58,152.45,
20200527,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.03,-0.26,-0.20,163.04,162.58,
20200528,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.98,-0.05,-0.04,171.75,169.95,
20200529,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.95,-0.03,-0.02,70.74,71.46,
20200601,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.99,0.04,0.03,213.07,214.61,
20200602,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.71,-0.29,-0.22,135.48,136.33,
20200603,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.38,-0.33,-0.26,217.84,218.16,
20200604,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.21,-0.17,-0.13,243.37,244.15,
20200605,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.96,-0.25,-0.19,149.66,150.48,
20200608,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.93,-0.03,-0.02,233.27,233.71,
20200609,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.97,0.04,0.03,209.53,209.82,
20200610,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.96,-0.01,-0.01,226.65,226.48,
20200611,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.06,0.09,0.07,226.24,226.59,
20200612,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.16,0.10,0.08,121.56,120.61,
20200615,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.27,0.11,0.09,164.59,161.57,
20200616,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.03,-0.24,-0.19,121.22,120.63,
20200617,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.89,-0.13,-0.10,162.67,161.74,
20200618,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.87,-0.02,-0.02,225.01,226.51,
20200619,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.87,0.00,0.00,94.78,94.43,
20200622,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.83,-0.04,-0.03,180.41,178.12,
20200623,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.69,-0.15,-0.11,188.79,188.82,
20200624,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.77,0.08,0.06,113.21,112.16,
20200629,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.95,0.18,0.14,6518.59,6555.77,
20200630,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.00,0.05,0.04,122.61,121.72,
20200701,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.03,0.04,0.03,7900.98,7956.75,
20200702,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.10,0.07,0.06,204.43,203.59,
20200703,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.03,-0.07,-0.06,144.98,143.87,
20200706,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.77,-0.26,-0.20,245.53,243.83,
20200707,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.49,-0.28,-0.22,210.51,210.10,
20200708,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.36,-0.14,-0.11,196.09,195.23,
20200709,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.11,-0.25,-0.19,8788.20,8771.72,
20200710,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.08,-0.03,-0.03,169.68,167.06,
20200713,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.01,-0.06,-0.05,210.03,206.45,
20200714,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.01,0.00,0.00,240.10,237.51,
20200715,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.11,0.10,0.08,235.87,231.79,
20200716,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.22,0.11,0.09,249.29,245.03,
20200717,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.25,0.03,0.02,157.76,154.37,
20200720,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.29,0.04,0.03,238.46,231.47,
20200721,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.48,0.20,0.16,8281.39,8263.65,
20200722,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.60,0.11,0.09,195.11,189.17,
20200723,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.65,0.06,0.04,228.37,223.96,
20200724,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.80,0.15,0.12,114.55,111.64,
20200727,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.86,0.05,0.04,192.19,189.81,
20200728,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.81,-0.05,-0.04,156.72,155.02,
20200729,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.72,-0.09,-0.07,165.93,163.40,
20200730,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.65,-0.07,-0.06,156.41,154.74,
20200731,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.61,-0.04,-0.04,86.35,84.57,
20200803,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.61,0.01,0.00,211.88,209.36,
20200804,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.63,0.02,0.02,155.35,153.84,
20200805,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.61,-0.02,-0.02,172.47,167.65,
20200806,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.59,-0.02,-0.02,160.53,157.67,
20200807,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.53,-0.06,-0.04,102.11,100.47,
20200810,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.59,0.05,0.04,143.99,141.29,
20200811,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.62,0.04,0.03,149.68,147.98,
20200812,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.60,-0.03,-0.02,178.29,177.50,
20200813,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.61,0.01,0.01,138.47,136.78,
20200814,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.65,0.04,0.03,105.29,103.99,
20200817,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.72,0.07,0.06,174.92,172.65,
20200818,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.72,0.00,0.00,163.93,160.81,
20200819,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.64,-0.08,-0.06,158.52,155.93,
20200820,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.55,-0.09,-0.07,147.20,146.44,
20200821,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.50,-0.05,-0.04,68.80,68.48,
20200824,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.51,0.01,0.01,133.35,133.42,
20200825,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.39,-0.13,-0.10,131.39,127.26,
20200826,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.29,-0.09,-0.07,155.11,150.23,
20200827,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.25,-0.04,-0.03,169.91,169.18,
20200828,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.14,-0.11,-0.09,118.19,117.96,
20200831,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.21,0.08,0.06,121.89,120.92,
20200901,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.23,0.02,0.02,145.17,142.19,
20200902,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.14,-0.09,-0.07,137.59,135.66,
20200903,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.09,-0.05,-0.04,164.73,162.03,
20200904,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.04,-0.05,-0.04,103.35,100.47,
20200907,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,125.99,-0.06,-0.04,155.74,152.36,
20200908,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.01,0.02,0.02,7839.93,7740.49,
20200909,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.09,0.08,0.06,164.44,162.99,
20200910,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.18,0.09,0.07,171.95,170.35,
20200911,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.13,-0.05,-0.04,122.37,120.82,
20200914,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.07,-0.06,-0.04,182.92,181.93,
20200915,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.14,0.07,0.06,8075.35,7978.11,
20200916,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.15,0.01,0.01,179.87,178.80,
20200917,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.15,0.01,0.00,181.48,181.08,
20200918,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.16,0.01,0.01,124.98,124.06,
20200921,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.22,0.05,0.04,160.42,159.45,
20200922,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.29,0.07,0.06,140.27,137.98,
20200923,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.30,0.01,0.01,187.04,182.99,
20200924,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.31,0.01,0.01,158.45,154.82,
20200925,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.28,-0.03,-0.02,99.88,97.64,
20200928,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.27,-0.01,-0.01,150.65,146.37,
20200929,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.25,-0.02,-0.02,169.78,168.30,
20200930,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.21,-0.04,-0.03,38.80,38.49,
20201009,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.21,0.00,0.00,55.42,55.35,
20201012,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.18,-0.03,-0.02,123.75,122.94,
20201013,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.18,0.00,0.00,152.74,151.86,
20201014,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.15,-0.04,-0.03,193.92,190.33,
20201015,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.13,-0.02,-0.01,228.23,222.35,
20201016,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.14,0.01,0.01,153.52,151.56,
20201019,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.23,0.09,0.08,200.33,196.41,
20201020,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.26,0.02,0.02,168.47,167.88,
20201021,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.30,0.05,0.04,200.97,197.88,
20201022,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.44,0.14,0.11,230.10,227.21,
20201023,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.43,-0.01,-0.01,100.83,100.08,
20201026,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.46,0.03,0.02,224.94,221.72,
20201027,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.49,0.03,0.03,152.49,149.77,
20201028,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.52,0.03,0.02,161.94,157.92,
20201029,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.54,0.02,0.02,151.58,149.15,
20201030,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.57,0.03,0.02,62.98,60.69,
20201102,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.63,0.06,0.05,155.99,155.10,
20201103,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.68,0.05,0.04,193.21,191.64,
20201104,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.70,0.03,0.02,239.58,238.20,
20201105,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.75,0.04,0.03,180.02,176.87,
20201106,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.72,-0.03,-0.02,129.52,125.97,
20201109,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.73,0.02,0.01,196.55,192.84,
20201110,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.71,-0.02,-0.01,165.90,160.75,
20201111,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.71,-0.01,-0.01,231.28,228.84,
20201112,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.71,0.00,0.00,207.09,198.46,
20201113,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.62,-0.09,-0.07,153.25,149.27,
20201116,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.65,0.03,0.03,196.37,191.39,
20201117,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.61,-0.04,-0.03,206.35,201.85,
20201118,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.52,-0.09,-0.07,227.47,218.97,
20201119,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.45,-0.07,-0.05,232.11,226.85,
20201120,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.42,-0.03,-0.02,206.45,200.39,
20201123,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.54,0.12,0.10,251.46,246.71,
20201124,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.54,-0.01,-0.01,219.41,211.72,
20201125,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.61,0.08,0.06,219.04,212.67,
20201126,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.64,0.03,0.03,265.46,256.44,
20201127,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.62,-0.02,-0.01,152.71,150.20,
20201130,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.83,0.20,0.16,165.36,160.46,
20201201,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.83,0.00,0.00,228.68,226.86,
20201202,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.78,-0.04,-0.03,203.14,199.34,
20201203,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.81,0.02,0.02,170.08,164.73,
20201204,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.87,0.07,0.05,138.78,136.09,
20201207,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.88,0.01,0.01,187.01,184.53,
20201208,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.96,0.08,0.06,205.29,201.07,
20201209,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.98,0.02,0.02,254.42,247.13,
20201210,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.04,0.06,0.05,204.10,201.20,
20201211,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.97,-0.07,-0.05,133.92,130.86,
20201214,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,126.98,0.01,0.01,229.88,226.78,
20201215,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.06,0.08,0.07,195.84,193.75,
20201216,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.14,0.07,0.06,222.09,218.94,
20201217,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.14,0.00,0.00,234.32,231.56,
20201218,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.15,0.01,0.01,149.53,147.27,
20201221,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.29,0.15,0.11,255.29,251.34,
20201222,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.44,0.15,0.11,269.10,266.19,
20201223,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.49,0.05,0.04,212.71,209.88,
20201224,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.45,-0.04,-0.03,250.60,247.07,
20201225,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.54,0.09,0.07,167.94,164.42,
20201228,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.63,0.10,0.08,233.25,230.16,
20201229,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.70,0.06,0.05,239.93,238.23,
20201230,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.77,0.07,0.06,220.34,218.91,
20201231,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.79,0.02,0.01,65.72,64.64,
20210104,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.76,-0.03,-0.02,172.57,171.52,
20210105,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.83,0.07,0.06,202.67,199.80,
20210106,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,127.89,0.06,0.05,265.27,264.65,
20210107,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.02,0.13,0.10,268.62,265.75,
20210108,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.03,0.01,0.00,188.88,187.37,
20210111,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.07,0.04,0.03,319.09,312.86,
20210112,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.16,0.09,0.07,242.65,241.63,
20210113,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.28,0.12,0.10,228.76,226.46,
20210114,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.34,0.06,0.05,248.44,247.25,
20210115,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.29,-0.06,-0.04,173.99,172.35,
20210118,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.26,-0.03,-0.02,203.41,200.69,
20210119,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.22,-0.05,-0.04,201.69,198.36,
20210120,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.24,0.03,0.02,209.20,208.00,
20210121,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.32,0.07,0.06,211.18,207.76,
20210122,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.37,0.05,0.04,167.20,160.41,
20210125,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.40,0.03,0.02,257.49,253.53,
20210126,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.30,-0.10,-0.08,212.83,208.35,
20210127,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.27,-0.03,-0.02,164.33,161.59,
20210128,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.18,-0.09,-0.07,200.49,193.85,
20210129,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.12,-0.06,-0.05,103.19,102.44,
20210201,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.19,0.07,0.05,156.88,155.53,
20210202,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.23,0.04,0.03,185.44,180.83,
20210203,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.15,-0.08,-0.06,223.52,218.97,
20210204,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.08,-0.07,-0.06,224.89,220.41,
20210205,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.05,-0.02,-0.02,126.96,123.01,
20210208,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.08,0.02,0.02,192.32,187.67,
20210209,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.10,0.02,0.02,234.63,227.32,
20210210,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.11,0.01,0.01,66.57,64.66,
20210218,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.06,-0.05,-0.04,174.58,173.46,
20210219,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.11,0.06,0.05,108.55,108.20,
20210222,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.14,0.03,0.02,242.25,238.32,
20210223,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.17,0.02,0.02,241.10,235.78,
20210224,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.25,0.08,0.07,195.22,189.99,
20210225,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.23,-0.02,-0.02,198.70,193.16,
20210226,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.20,-0.02,-0.02,131.11,129.31,
20210301,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.30,0.10,0.08,242.47,236.56,
20210302,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.35,0.05,0.04,245.14,236.62,
20210303,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,128.35,0.00,0.00,213.64,210.07,
